0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
28.80,0.10,0.37,0.81,1.43,2.23,3.14,4.27,5.56,7.02,8.56,10.34,12.27,14.26,16.50,18.76,21.28,23.81,26.61,29.40,32.30,35.48,38.61,41.85,45.20,48.64,52.19,55.82,59.54,63.35,67.24,70.99,75.03,78.92,83.09,87.10,91.39,95.51,99.67,103.88,108.38,112.68,117.01,121.12,125.52,129.95,134.41,138.64,143.15,147.41,151.96,156.26,160.57,164.90,169.51,173.86,178.22,182.58,186.67,191.05,195.43,199.53,203.91,208.29,212.39,216.49,220.87,224.96,229.05,233.13,237.21,241.28,245.35,249.41,253.46,257.50,261.53,265.28,269.29,273.30,277.01,280.71,284.69,288.37,292.33,295.99,299.64,303.27,306.90,310.51,314.12,317.71,321.29,324.85,328.41,331.95,335.20,338.71,342.22,345.43,348.91,
29.70,0.10,0.38,0.83,1.46,2.25,3.22,4.35,5.65,7.11,8.74,10.53,12.47,14.57,16.81,19.09,21.62,24.29,27.11,29.90,32.97,35.99,39.30,42.55,46.08,49.54,53.09,56.73,60.46,64.27,68.16,72.12,76.16,80.27,84.45,88.46,92.75,96.87,101.27,105.47,109.72,114.26,118.59,122.95,127.34,131.76,136.21,140.43,144.93,149.44,153.71,158.27,162.57,167.15,171.47,175.80,180.14,184.49,188.84,193.20,197.55,201.91,206.27,210.36,214.71,218.79,223.15,227.22,231.28,235.62,239.68,243.73,247.77,251.80,255.83,259.84,263.85,267.85,271.56,275.54,279.50,283.18,287.13,290.79,294.71,298.35,301.97,305.58,309.45,313.04,316.62,320.18,323.73,327.27,330.79,334.30,337.53,341.02,344.49,347.95,351.13,
30.60,0.10,0.38,0.85,1.48,2.27,3.29,4.43,5.73,7.28,8.91,10.71,12.65,14.76,17.01,19.40,21.94,24.62,27.43,30.38,33.45,36.64,39.96,43.22,46.75,50.21,53.95,57.59,61.52,65.34,69.23,73.20,77.24,81.35,85.52,89.75,94.04,98.39,102.55,106.99,111.23,115.76,120.08,124.43,128.81,133.22,137.91,142.12,146.60,151.10,155.62,160.16,164.44,169.00,173.31,177.63,182.22,186.54,190.87,195.21,199.54,203.88,208.22,212.55,216.61,220.94,225.27,229.32,233.63,237.67,241.70,245.73,250.02,254.02,258.02,262.01,265.99,269.96,273.92,277.60,281.54,285.46,289.11,293.01,296.63,300.51,304.11,307.69,311.53,315.09,318.64,322.17,325.69,329.20,332.70,336.18,339.65,343.10,346.55,349.97,353.13,
31.50,0.10,0.39,0.84,1.50,2.34,3.31,4.50,5.81,7.36,8.99,10.88,12.83,15.04,17.30,19.70,22.38,25.06,27.88,30.83,33.91,37.11,40.42,43.85,47.39,51.03,54.77,58.42,62.35,66.16,70.26,74.23,78.27,82.59,86.76,90.98,95.27,99.60,103.76,108.19,112.66,116.94,121.48,125.83,130.44,134.84,139.26,143.71,148.17,152.66,157.16,161.67,166.20,170.48,175.03,179.59,183.89,188.20,192.77,197.08,201.40,205.71,210.02,214.33,218.64,222.67,226.97,231.26,235.28,239.56,243.57,247.84,251.83,255.81,259.78,264.01,267.96,271.90,275.56,279.48,283.39,287.28,291.17,294.77,298.63,302.21,306.05,309.60,313.41,316.94,320.46,323.97,327.72,331.20,334.66,338.11,341.55,344.98,348.39,351.53,354.91,
32.40,0.10,0.39,0.86,1.52,2.36,3.38,4.58,5.95,7.43,9.15,11.04,13.10,15.21,17.58,19.99,22.67,25.35,28.31,31.27,34.50,37.70,41.02,44.45,47.99,51.63,55.37,59.20,63.12,67.14,71.03,75.20,79.23,83.54,87.71,91.92,96.20,100.75,105.12,109.54,113.77,118.27,122.80,127.13,131.73,136.11,140.77,145.19,149.64,154.11,158.59,163.08,167.59,172.10,176.63,181.16,185.44,189.99,194.27,198.56,203.11,207.40,211.68,215.97,220.25,224.52,228.79,232.79,237.05,241.30,245.28,249.51,253.47,257.43,261.63,265.56,269.49,273.40,277.30,281.18,285.06,288.92,292.78,296.61,300.18,303.99,307.54,311.32,314.84,318.60,322.09,325.56,329.28,332.73,336.16,339.58,342.99,346.38,349.76,353.13,356.48,
33.30,0.11,0.40,0.88,1.53,2.37,3.44,4.65,6.03,7.58,9.30,11.20,13.25,15.47,17.85,20.26,22.94,25.76,28.72,31.68,34.91,38.11,41.59,45.02,48.55,52.37,56.11,59.94,63.86,67.86,71.95,75.91,80.14,84.44,88.59,93.02,97.28,101.60,106.18,110.59,115.03,119.52,124.04,128.35,132.93,137.53,141.92,146.58,151.01,155.45,160.16,164.63,169.11,173.61,178.11,182.36,186.87,191.39,195.65,200.17,204.43,208.69,213.21,217.46,221.71,225.96,230.20,234.43,238.66,242.62,246.83,251.03,254.96,259.14,263.06,266.96,271.11,274.99,278.85,282.71,286.56,290.39,294.21,298.01,301.55,305.33,309.09,312.59,316.33,319.80,323.51,326.96,330.39,334.06,337.46,340.85,344.23,347.59,350.94,354.27,357.59,
34.20,0.11,0.40,0.89,1.55,2.43,3.45,4.65,6.09,7.65,9.37,11.34,13.40,15.62,18.00,20.52,23.20,26.01,28.97,32.07,35.29,38.65,41.96,45.55,49.09,52.89,56.62,60.63,64.54,68.54,72.62,76.77,80.99,85.28,89.63,93.83,98.30,102.60,107.17,111.56,115.99,120.45,124.95,129.48,134.04,138.62,143.23,147.62,152.26,156.69,161.37,165.82,170.27,174.74,179.21,183.69,188.18,192.66,196.90,201.39,205.87,210.11,214.34,218.81,223.03,227.25,231.46,235.66,239.85,244.04,248.22,252.13,256.29,260.18,264.32,268.19,272.30,276.15,279.99,283.81,287.62,291.67,295.21,298.98,302.74,306.48,310.21,313.68,317.38,321.07,324.50,328.16,331.56,334.95,338.56,341.92,345.26,348.59,351.91,355.21,358.50,
35.10,0.11,0.41,0.91,1.57,2.44,3.51,4.72,6.16,7.78,9.51,11.48,13.54,15.76,18.24,20.76,23.44,26.38,29.34,32.43,35.65,39.00,42.47,46.05,49.58,53.38,57.28,61.10,65.18,69.17,73.24,77.57,81.78,86.06,90.39,94.58,99.03,103.53,107.86,112.45,116.86,121.53,126.01,130.52,135.05,139.61,144.19,148.80,153.18,157.82,162.23,166.89,171.32,175.76,180.45,184.90,189.35,193.81,198.02,202.48,206.93,211.13,215.58,219.78,224.21,228.40,232.57,236.74,240.90,245.06,249.20,253.33,257.21,261.32,265.41,269.26,273.33,277.15,280.95,284.99,288.76,292.53,296.28,300.02,303.74,307.45,311.15,314.59,318.25,321.90,325.30,328.92,332.29,335.89,339.23,342.79,346.10,349.40,352.68,355.95,359.20,
36.00,0.11,0.40,0.90,1.58,2.46,3.52,4.78,6.22,7.84,9.64,11.53,13.67,15.98,18.36,20.99,23.78,26.60,29.55,32.77,35.99,39.33,42.79,46.36,50.04,53.83,57.72,61.70,65.59,69.75,73.99,78.12,82.31,86.57,91.09,95.47,99.90,104.17,108.70,113.26,117.65,122.30,126.75,131.46,135.97,140.51,145.07,149.64,154.23,158.61,163.23,167.86,172.26,176.91,181.33,185.75,190.17,194.59,199.01,203.44,207.85,212.03,216.44,220.85,225.01,229.16,233.54,237.68,241.81,245.92,250.03,254.13,258.21,262.29,266.11,270.16,274.19,277.98,281.75,285.74,289.49,293.22,296.94,300.88,304.56,308.24,311.66,315.30,318.93,322.55,325.92,329.50,333.07,336.39,339.93,343.23,346.50,350.00,353.25,356.48,359.70,
36.90,0.11,0.42,0.91,1.60,2.51,3.58,4.83,6.27,7.89,9.68,11.65,13.79,16.10,18.57,21.20,23.98,26.80,29.87,32.95,36.30,39.63,43.23,46.80,50.47,54.24,58.12,62.09,66.14,70.29,74.51,78.62,82.99,87.23,91.53,96.09,100.50,104.95,109.46,114.00,118.37,122.99,127.64,132.10,136.58,141.31,145.84,150.39,154.95,159.53,164.11,168.48,173.09,177.70,182.09,186.47,191.10,195.49,199.88,204.27,208.65,212.80,217.17,221.54,225.67,230.02,234.13,238.47,242.56,246.64,250.71,254.77,258.82,262.86,266.88,270.66,274.66,278.64,282.38,286.33,290.04,293.74,297.65,301.32,304.97,308.61,312.23,315.84,319.43,323.01,326.34,329.89,333.42,336.71,340.21,343.47,346.94,350.17,353.39,356.81,360.00,
37.80,0.11,0.41,0.92,1.61,2.52,3.58,4.88,6.32,7.93,9.80,11.76,13.90,16.20,18.66,21.39,24.17,26.98,30.04,33.24,36.58,40.05,43.49,47.19,50.86,54.62,58.65,62.60,66.64,70.77,74.97,79.06,83.41,87.83,92.11,96.64,101.02,105.46,109.93,114.45,119.00,123.59,128.21,132.65,137.32,141.80,146.52,151.04,155.57,160.11,164.66,169.23,173.80,178.15,182.73,187.09,191.67,196.03,200.38,204.74,209.08,213.43,217.76,222.10,226.42,230.50,234.81,238.88,243.16,247.21,251.24,255.27,259.28,263.28,267.26,271.23,275.19,278.91,282.84,286.53,290.43,294.09,297.96,301.59,305.21,308.81,312.39,315.96,319.52,323.06,326.58,330.09,333.36,336.84,340.30,343.53,346.96,350.16,353.56,356.72,359.88,
38.70,0.11,0.42,0.94,1.62,2.53,3.63,4.88,6.36,8.04,9.83,11.87,14.00,16.39,18.85,21.46,24.23,27.26,30.32,33.51,36.84,40.29,43.72,47.40,51.21,54.95,58.96,62.90,66.92,71.02,75.38,79.64,83.78,88.17,92.62,97.12,101.48,105.89,110.54,115.03,119.56,124.12,128.71,133.32,137.75,142.42,146.88,151.58,156.08,160.59,165.11,169.64,174.18,178.72,183.26,187.58,192.13,196.45,200.99,205.31,209.62,213.93,218.22,222.52,226.80,230.85,235.12,239.37,243.39,247.40,251.62,255.61,259.58,263.54,267.49,271.42,275.34,279.24,282.91,286.78,290.42,294.27,297.88,301.69,305.27,308.83,312.38,315.91,319.43,322.93,326.42,329.89,333.34,336.78,339.99,343.40,346.79,349.95,353.31,356.44,359.56,
39.60,0.11,0.42,0.92,1.63,2.53,3.63,4.92,6.40,8.07,9.93,11.88,14.09,16.47,18.92,21.63,24.38,27.40,30.44,33.62,36.93,40.50,44.06,47.58,51.36,55.25,59.24,63.15,67.32,71.41,75.56,79.97,84.27,88.64,93.06,97.35,101.87,106.45,110.87,115.33,120.03,124.56,129.11,133.70,138.31,142.72,147.37,151.82,156.50,160.97,165.46,170.17,174.66,179.17,183.45,187.96,192.46,196.75,201.25,205.53,209.80,214.29,218.55,222.80,227.05,231.06,235.28,239.50,243.48,247.67,251.63,255.57,259.73,263.65,267.55,271.45,275.32,279.19,283.04,286.65,290.47,294.06,297.85,301.40,305.16,308.68,312.19,315.69,319.38,322.84,326.29,329.51,332.92,336.32,339.70,343.07,346.21,349.55,352.66,355.96,359.05,
40.50,0.11,0.43,0.93,1.64,2.57,3.67,4.96,6.44,8.10,9.95,11.97,14.17,16.54,19.07,21.67,24.52,27.52,30.55,33.84,37.13,40.55,44.23,47.88,51.64,55.51,59.47,63.36,67.51,71.74,75.87,80.25,84.53,88.86,93.25,97.70,102.20,106.74,111.13,115.76,120.22,124.71,129.44,133.99,138.56,143.15,147.55,152.17,156.81,161.25,165.70,170.36,174.82,179.29,183.75,188.22,192.68,196.93,201.39,205.63,210.08,214.30,218.52,222.73,226.93,231.13,235.31,239.48,243.42,247.57,251.49,255.61,259.51,263.38,267.47,271.32,275.15,278.98,282.78,286.36,290.14,293.90,297.43,301.16,304.66,308.36,311.83,315.28,318.72,322.35,325.76,329.15,332.53,335.68,339.02,342.35,345.66,348.75,352.03,355.09,358.34,
41.40,0.11,0.42,0.94,1.65,2.58,3.67,5.00,6.47,8.12,9.96,12.05,14.24,16.59,19.12,21.80,24.63,27.62,30.75,33.90,37.31,40.70,44.36,47.99,51.73,55.72,59.66,63.69,67.65,71.85,76.13,80.30,84.72,89.02,93.38,97.98,102.45,106.76,111.31,115.90,120.33,124.99,129.47,134.19,138.72,143.27,147.84,152.22,156.82,161.42,165.83,170.46,174.87,179.30,183.72,188.14,192.56,196.98,201.40,205.60,210.00,214.19,218.36,222.75,226.91,231.06,235.19,239.32,243.23,247.33,251.42,255.28,259.35,263.19,267.01,270.82,274.61,278.39,282.16,285.91,289.64,293.36,297.06,300.54,304.20,307.65,311.08,314.70,318.10,321.48,324.85,328.20,331.54,334.85,338.16,341.44,344.71,347.97,351.01,354.23,357.24,
42.30,0.11,0.43,0.95,1.65,2.58,3.70,4.98,6.50,8.14,10.04,12.04,14.29,16.64,19.14,21.81,24.73,27.70,30.82,34.07,37.32,40.83,44.46,48.07,51.93,55.75,59.66,63.82,67.91,72.08,76.15,80.47,84.86,89.13,93.64,98.02,102.44,106.91,111.43,115.98,120.56,124.98,129.63,134.10,138.79,143.30,147.83,152.37,156.93,161.29,165.86,170.44,174.82,179.20,183.58,188.16,192.54,196.71,201.08,205.44,209.80,213.95,218.29,222.41,226.53,230.64,234.73,238.81,242.88,246.94,250.99,254.81,258.83,262.62,266.40,270.38,274.13,277.86,281.58,285.29,288.98,292.65,296.31,299.75,303.37,306.78,310.37,313.74,317.30,320.64,323.97,327.28,330.57,333.85,337.11,340.36,343.59,346.80,349.80,352.98,356.15,
43.20,0.11,0.42,0.94,1.66,2.58,3.69,5.01,6.52,8.15,10.03,12.10,14.26,16.67,19.26,21.91,24.71,27.76,30.86,34.08,37.44,40.93,44.54,48.12,51.95,55.88,59.76,63.74,67.95,72.09,76.30,80.59,84.94,89.17,93.64,97.98,102.56,106.99,111.46,115.97,120.52,125.09,129.50,134.12,138.58,143.24,147.73,152.23,156.74,161.26,165.78,170.11,174.65,178.99,183.53,187.86,192.19,196.52,200.85,205.16,209.27,213.58,217.67,221.95,226.02,230.08,234.34,238.37,242.40,246.41,250.20,254.19,258.16,261.91,265.85,269.57,273.28,276.97,280.85,284.51,288.15,291.58,295.19,298.79,302.37,305.74,309.28,312.61,316.13,319.43,322.71,326.17,329.43,332.66,335.88,339.08,342.27,345.44,348.41,351.54,354.67,
44.10,0.11,0.43,0.95,1.66,2.57,3.68,4.98,6.53,8.22,10.02,12.07,14.29,16.69,19.26,21.89,24.77,27.69,30.87,34.08,37.41,40.87,44.58,48.13,51.93,55.83,59.83,63.77,67.95,72.05,76.23,80.48,84.79,89.16,93.59,97.89,102.42,106.81,111.43,115.89,120.39,124.92,129.48,133.87,138.47,142.90,147.53,151.99,156.45,160.92,165.40,169.89,174.18,178.66,182.95,187.44,191.73,196.01,200.29,204.56,208.82,213.08,217.12,221.36,225.38,229.60,233.60,237.59,241.57,245.53,249.48,253.42,257.14,261.05,264.94,268.62,272.28,276.12,279.75,283.37,286.97,290.55,294.12,297.67,301.20,304.52,308.02,311.32,314.78,318.04,321.47,324.70,327.91,331.10,334.28,337.44,340.58,343.71,346.83,349.92,353.00,
45.00,0.11,0.42,0.95,1.66,2.57,3.71,5.01,6.49,8.22,10.08,12.11,14.32,16.70,19.24,21.95,24.71,27.72,30.87,34.05,37.48,40.91,44.45,48.11,51.88,55.74,59.71,63.76,67.90,71.97,76.11,80.48,84.75,89.08,93.47,97.91,102.21,106.74,111.13,115.74,120.19,124.68,129.19,133.72,138.08,142.65,147.05,151.65,156.06,160.49,164.92,169.35,173.79,178.23,182.48,186.91,191.15,195.38,199.61,203.83,208.05,212.25,216.45,220.63,224.61,228.77,232.73,236.67,240.60,244.51,248.42,252.30,256.18,260.03,263.68,267.51,271.12,274.92,278.50,282.07,285.63,289.16,292.68,296.19,299.67,303.14,306.60,309.85,313.27,316.48,319.87,323.05,326.22,329.37,332.68,335.80,338.90,341.99,345.06,348.11,350.97,
45.90,0.11,0.43,0.94,1.67,2.60,3.69,5.02,6.50,8.21,10.05,12.07,14.33,16.69,19.22,21.90,24.73,27.72,30.85,34.00,37.39,40.91,44.43,48.06,51.93,55.76,59.69,63.71,67.66,71.84,76.09,80.26,84.49,88.94,93.29,97.68,101.94,106.43,110.95,115.32,119.91,124.35,128.81,133.30,137.80,142.13,146.67,151.21,155.58,159.96,164.34,168.72,173.11,177.49,181.88,186.07,190.45,194.64,198.82,203.18,207.34,211.50,215.45,219.58,223.70,227.62,231.72,235.61,239.49,243.36,247.40,251.24,254.87,258.68,262.47,266.25,269.82,273.56,277.10,280.62,284.13,287.80,291.28,294.73,297.99,301.41,304.82,308.20,311.39,314.75,317.90,321.22,324.35,327.46,330.72,333.80,336.86,339.90,342.92,345.93,348.93,
46.80,0.11,0.42,0.94,1.67,2.59,3.67,4.99,6.50,8.20,10.02,12.09,14.26,16.68,19.18,21.83,24.64,27.59,30.69,33.92,37.28,40.77,44.38,47.97,51.80,55.59,59.48,63.46,67.52,71.66,75.87,79.99,84.34,88.58,92.87,97.22,101.61,106.04,110.51,115.02,119.38,123.94,128.35,132.79,137.24,141.71,146.19,150.50,155.00,159.32,163.65,167.98,172.32,176.65,180.98,185.32,189.45,193.77,197.90,202.21,206.32,210.42,214.51,218.59,222.47,226.53,230.39,234.42,238.25,242.06,246.05,249.84,253.61,257.18,260.92,264.65,268.35,271.86,275.54,279.01,282.47,285.91,289.52,292.93,296.32,299.69,302.87,306.21,309.53,312.66,315.95,319.22,322.30,325.37,328.59,331.62,334.63,337.63,340.61,343.58,346.52,
47.70,0.11,0.43,0.95,1.66,2.58,3.69,5.00,6.49,8.12,9.98,12.03,14.25,16.57,19.12,21.75,24.63,27.55,30.62,33.82,37.14,40.59,44.16,47.84,51.50,55.39,59.24,63.31,67.33,71.42,75.59,79.67,83.96,88.32,92.57,96.87,101.21,105.59,110.00,114.46,118.94,123.28,127.81,132.19,136.59,141.00,145.43,149.87,154.13,158.59,162.86,167.14,171.61,175.89,179.98,184.26,188.53,192.79,196.87,200.93,205.17,209.22,213.26,217.29,221.30,225.12,229.11,232.90,236.86,240.63,244.38,248.30,252.02,255.72,259.23,262.90,266.55,270.19,273.64,277.24,280.65,284.05,287.42,290.96,294.30,297.63,300.94,304.05,307.33,310.58,313.65,316.88,319.91,323.10,326.10,329.26,332.23,335.18,338.11,341.04,343.94,
48.60,0.11,0.42,0.93,1.66,2.57,3.67,4.96,6.43,8.10,9.94,11.96,14.16,16.52,19.06,21.66,24.50,27.49,30.53,33.69,37.10,40.51,44.04,47.56,51.30,55.15,58.95,62.98,66.95,70.99,75.11,79.29,83.54,87.84,92.04,96.45,100.73,105.06,109.43,113.82,118.25,122.71,127.01,131.51,135.86,140.21,144.59,148.97,153.36,157.57,161.97,166.20,170.42,174.83,179.05,183.27,187.30,191.51,195.71,199.72,203.72,207.90,211.88,215.85,219.81,223.76,227.51,231.43,235.16,239.05,242.75,246.43,250.28,253.93,257.56,261.00,264.61,268.19,271.59,275.14,278.50,282.02,285.35,288.66,291.95,295.23,298.48,301.73,304.95,308.16,311.35,314.36,317.51,320.49,323.61,326.55,329.47,332.55,335.44,338.31,341.17,
49.50,0.11,0.42,0.93,1.63,2.55,3.64,4.96,6.42,8.07,9.89,11.96,14.13,16.47,18.98,21.64,24.36,27.31,30.41,33.54,36.91,40.28,43.77,47.37,51.07,54.87,58.76,62.60,66.67,70.66,74.73,78.86,83.06,87.30,91.61,95.80,100.19,104.47,108.78,113.12,117.49,121.89,126.31,130.58,135.03,139.34,143.65,147.97,152.30,156.64,160.81,165.15,169.32,173.48,177.82,181.98,186.14,190.11,194.25,198.39,202.33,206.27,210.37,214.29,218.19,222.08,225.78,229.65,233.50,237.15,240.97,244.60,248.22,251.81,255.40,258.96,262.51,266.04,269.56,272.88,276.36,279.66,283.10,286.36,289.61,292.83,296.04,299.23,302.41,305.57,308.71,311.67,314.77,317.70,320.77,323.67,326.71,329.57,332.42,335.25,338.06,
50.40,0.11,0.42,0.94,1.63,2.54,3.65,4.91,6.40,8.03,9.89,11.87,14.02,16.33,18.88,21.51,24.29,27.11,30.17,33.37,36.58,40.02,43.47,47.14,50.80,54.55,58.39,62.19,66.20,70.14,74.30,78.38,82.52,86.71,90.96,95.25,99.43,103.80,108.06,112.34,116.65,120.99,125.35,129.73,133.96,138.37,142.62,146.88,151.16,155.43,159.71,163.82,168.10,172.21,176.31,180.59,184.68,188.60,192.68,196.75,200.65,204.70,208.57,212.43,216.27,220.10,223.92,227.73,231.52,235.12,238.88,242.46,246.19,249.73,253.26,256.77,260.26,263.74,267.20,270.47,273.90,277.14,280.54,283.74,286.94,290.28,293.43,296.57,299.70,302.81,305.73,308.81,311.86,314.74,317.77,320.61,323.60,326.42,329.22,332.16,334.92,
51.30,0.11,0.41,0.92,1.62,2.52,3.61,4.86,6.33,7.99,9.82,11.78,13.97,16.25,18.69,21.36,24.11,26.99,30.01,33.17,36.34,39.74,43.25,46.76,50.36,54.06,57.85,61.73,65.68,69.71,73.67,77.84,81.92,86.06,90.25,94.48,98.75,102.91,107.26,111.49,115.74,120.01,124.31,128.63,132.96,137.14,141.50,145.70,149.91,154.13,158.34,162.56,166.61,170.83,174.87,178.91,182.95,186.97,190.99,195.01,199.01,202.83,206.81,210.61,214.40,218.17,221.93,225.67,229.41,233.12,236.66,240.34,243.85,247.33,250.80,254.42,257.86,261.12,264.52,267.91,271.28,274.47,277.81,280.97,284.27,287.39,290.50,293.59,296.66,299.71,302.75,305.77,308.62,311.61,314.58,317.38,320.32,323.09,325.84,328.73,331.45,
52.20,0.11,0.42,0.92,1.61,2.50,3.58,4.85,6.30,7.94,9.69,11.68,13.83,16.08,18.57,21.12,23.91,26.75,29.73,32.84,36.07,39.42,42.89,46.34,50.02,53.67,57.41,61.23,65.12,69.10,73.14,77.11,81.27,85.35,89.48,93.65,97.86,102.11,106.24,110.56,114.75,118.96,123.20,127.45,131.72,136.00,140.13,144.43,148.57,152.72,156.88,161.03,165.02,169.17,173.15,177.30,181.27,185.23,189.19,193.14,197.08,200.84,204.76,208.50,212.39,216.10,219.80,223.49,227.16,230.65,234.29,237.92,241.36,244.79,248.37,251.77,255.15,258.51,261.86,265.19,268.35,271.64,274.92,278.03,281.27,284.34,287.40,290.43,293.46,296.46,299.45,302.42,305.37,308.30,311.07,313.98,316.71,319.58,322.29,325.12,327.80,
53.10,0.11,0.41,0.90,1.60,2.48,3.54,4.79,6.22,7.83,9.61,11.57,13.69,15.98,18.43,20.95,23.70,26.50,29.53,32.59,35.78,39.08,42.49,45.90,49.52,53.24,56.92,60.68,64.52,68.44,72.42,76.46,80.42,84.58,88.64,92.75,96.90,101.09,105.31,109.56,113.68,117.83,122.00,126.19,130.39,134.60,138.83,142.90,147.14,151.22,155.31,159.40,163.49,167.41,171.49,175.41,179.48,183.38,187.27,191.15,195.03,198.73,202.58,206.26,210.09,213.74,217.38,221.00,224.61,228.21,231.79,235.19,238.74,242.11,245.63,248.97,252.29,255.60,258.89,262.16,265.42,268.66,271.73,274.93,277.97,281.14,284.14,287.12,290.09,293.04,295.97,298.89,301.79,304.67,307.54,310.24,313.08,315.75,318.55,321.19,323.96,
54.00,0.11,0.40,0.90,1.57,2.46,3.50,4.77,6.18,7.77,9.52,11.45,13.54,15.79,18.20,20.76,23.47,26.22,29.21,32.22,35.46,38.71,42.07,45.54,48.99,52.64,56.39,60.09,63.88,67.73,71.64,75.62,79.66,83.75,87.75,91.80,95.88,100.00,104.15,108.33,112.54,116.62,120.72,124.84,128.97,133.12,137.27,141.44,145.45,149.47,153.65,157.67,161.69,165.54,169.56,173.41,177.41,181.24,185.07,188.89,192.70,196.50,200.28,203.90,207.66,211.25,214.83,218.54,222.09,225.62,228.98,232.49,235.97,239.29,242.74,246.02,249.29,252.53,255.77,258.98,262.18,265.36,268.52,271.52,274.65,277.62,280.71,283.64,286.55,289.45,292.33,295.20,298.04,300.87,303.69,306.48,309.12,311.89,314.50,317.23,319.80,
54.90,0.10,0.40,0.90,1.56,2.43,3.46,4.71,6.09,7.70,9.43,11.33,13.45,15.66,18.04,20.55,23.22,25.93,28.86,31.92,35.01,38.21,41.62,45.03,48.53,52.01,55.70,59.46,63.18,66.97,70.95,74.87,78.71,82.73,86.80,90.78,94.79,98.84,102.92,107.04,111.17,115.33,119.37,123.41,127.48,131.55,135.64,139.73,143.67,147.78,151.73,155.68,159.63,163.57,167.52,171.46,175.23,179.00,182.92,186.67,190.41,194.14,197.86,201.41,205.10,208.63,212.14,215.80,219.28,222.75,226.20,229.64,232.91,236.31,239.55,242.93,246.13,249.32,252.49,255.65,258.79,261.91,265.02,268.10,271.03,274.08,276.98,279.85,282.85,285.70,288.52,291.33,294.12,296.90,299.66,302.41,304.99,307.71,310.26,312.94,315.47,
55.80,0.10,0.39,0.88,1.55,2.41,3.42,4.64,6.04,7.58,9.33,11.19,13.28,15.45,17.78,20.26,22.87,25.62,28.50,31.51,34.64,37.78,41.03,44.48,47.93,51.47,55.09,58.67,62.45,66.17,70.08,73.93,77.83,81.65,85.65,89.69,93.64,97.62,101.63,105.67,109.73,113.82,117.78,121.90,125.90,129.90,133.91,137.93,141.96,145.83,149.86,153.74,157.62,161.50,165.37,169.09,172.95,176.80,180.49,184.17,187.85,191.51,195.16,198.80,202.27,205.88,209.33,212.91,216.33,219.74,223.13,226.50,229.86,233.05,236.38,239.54,242.83,245.96,249.07,252.17,255.25,258.31,261.35,264.38,267.25,270.25,273.08,276.04,278.85,281.63,284.54,287.30,290.04,292.76,295.46,298.02,300.69,303.35,305.86,308.48,310.96,
56.70,0.10,0.39,0.87,1.53,2.38,3.37,4.57,5.95,7.50,9.22,11.05,13.10,15.23,17.59,20.02,22.59,25.29,28.12,31.07,34.14,37.33,40.52,43.91,47.29,50.77,54.32,57.95,61.54,65.32,69.04,72.94,76.77,80.65,84.58,88.42,92.42,96.33,100.27,104.23,108.22,112.23,116.26,120.17,124.23,128.16,132.10,136.04,139.99,143.80,147.75,151.56,155.37,159.17,162.97,166.76,170.55,174.18,177.95,181.57,185.17,188.76,192.34,195.91,199.47,203.01,206.39,209.76,213.26,216.59,219.92,223.22,226.52,229.65,232.91,236.15,239.24,242.30,245.50,248.53,251.55,254.55,257.53,260.50,263.32,266.25,269.03,271.93,274.68,277.54,280.26,282.96,285.64,288.31,290.96,293.59,296.21,298.68,301.27,303.84,306.27,
57.60,0.10,0.39,0.85,1.50,2.32,3.35,4.53,5.89,7.41,9.05,10.90,12.91,15.07,17.31,19.77,22.29,24.94,27.72,30.61,33.62,36.75,39.97,43.20,46.62,50.03,53.52,57.08,60.72,64.42,68.07,71.90,75.66,79.46,83.32,87.21,91.01,94.97,98.84,102.73,106.64,110.57,114.53,118.49,122.34,126.19,130.19,134.06,137.94,141.67,145.55,149.28,153.16,156.89,160.61,164.33,168.04,171.60,175.30,178.84,182.37,186.04,189.55,192.90,196.39,199.86,203.31,206.62,209.90,213.31,216.57,219.81,223.04,226.11,229.30,232.48,235.50,238.64,241.63,244.60,247.56,250.50,253.42,256.33,259.22,262.09,264.82,267.66,270.35,273.15,275.81,278.45,281.08,283.69,286.29,288.87,291.43,293.98,296.51,298.90,301.40,
58.50,0.10,0.38,0.85,1.48,2.29,3.30,4.46,5.78,7.27,8.93,10.74,12.71,14.83,17.03,19.43,21.98,24.57,27.30,30.13,33.17,36.14,39.30,42.57,45.92,49.26,52.68,56.17,59.73,63.36,67.06,70.69,74.49,78.22,82.00,85.81,89.66,93.42,97.34,101.15,104.98,108.84,112.71,116.60,120.37,124.28,128.06,131.85,135.65,139.45,143.24,146.90,150.70,154.35,158.00,161.65,165.28,168.91,172.39,176.00,179.46,182.91,186.49,189.91,193.18,196.58,199.97,203.20,206.56,209.76,212.95,216.12,219.28,222.42,225.55,228.66,231.62,234.69,237.62,240.53,243.55,246.43,249.29,252.14,254.83,257.65,260.44,263.09,265.85,268.47,271.20,273.78,276.35,278.91,281.44,283.97,286.48,288.97,291.44,293.90,296.23,
